RowID,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,,,,
29728,West Bengal,HOOGHLY,2016,Summer     ,Maize,250,503,,,,
29729,Tamil Nadu,ARIYALUR,2017,Whole Year ,Coriander,338,134,,,,
29730,Tamil Nadu,KANNIYAKUMARI,2010,Kharif     ,Moong(Green Gram),45,19,,,,
29731,Nagaland,KOHIMA,2022,Rabi       ,Potato,1570,16190,,,,
29732,Gujarat,DOHAD,2012,Kharif     ,Other Cereals & Millets,800,400,,,,
29733,Meghalaya,RI BHOI,2011,Whole Year ,Banana,865,14632,,,,
29734,Kerala,KOLLAM,2017,Kharif     ,Sesamum,133,86,,,,
29735,Chhattisgarh,BASTAR,2013,Kharif     ,Arhar/Tur,1161,606,,,,
29736,Madhya Pradesh,GWALIOR,2012,Rabi       ,Rapeseed &Mustard,71732,63841,,,,
29737,Arunachal Pradesh,CHANGLANG,2009,Whole Year ,Turmeric,95,444,,,,
29738,Karnataka,RAICHUR,2011,Whole Year ,Coconut ,496,2365,,,,
29739,Kerala,KOLLAM,2010,Whole Year ,Tapioca,24065,556140,,,,
29740,Madhya Pradesh,TIKAMGARH,2011,Whole Year ,Other Fresh Fruits,2,0,,,,
29741,Bihar,NALANDA,2008,Rabi       ,Barley,410,524,,,,
29742,Karnataka,GADAG,2016,Whole Year ,Garlic,46,101,,,,
29743,Uttar Pradesh,AGRA,2009,Kharif     ,Sesamum,1645,477,,,,
29744,Uttar Pradesh,GONDA,2020,Rabi       ,Rapeseed &Mustard,8966,8645,,,,
29745,Odisha,ANUGUL,2019,Winter     ,Rapeseed &Mustard,400,44.4,,,,
29746,Maharashtra,AKOLA,2006,Kharif     ,Sunflower,2900,900,,,,
29747,Karnataka,MANDYA,2014,Kharif     ,Soyabean,11,8,,,,
29748,West Bengal,PURULIA,2022,Rabi       ,Rapeseed &Mustard,1885,1508,,,,
29749,Bihar,PATNA,2017,Rabi       ,Rapeseed &Mustard,2461,3832,,,,
29750,Odisha,SONEPUR,2007,Kharif     ,Ragi,30,10,,,,
29751,Nagaland,MON,2011,Kharif     ,Moong(Green Gram),310,520,,,,
29752,Karnataka,GULBARGA,2014,Whole Year ,Garlic,25,75,,,,
29753,Madhya Pradesh,SHEOPUR,2014,Whole Year ,Onion,20,169,,,,
29754,Gujarat,JAMNAGAR,2020,Whole Year ,Potato,100,3100,,,,
29755,Assam,TINSUKIA,2006,Rabi       ,Other  Rabi pulses,2348,899,,,,
29756,Maharashtra,AURANGABAD,2019,Rabi       ,Maize,2900,9200,,,,
29757,Karnataka,DAVANGERE,2006,Whole Year ,Garlic,12,14,,,,
29758,Maharashtra,NAGPUR,2014,Rabi       ,Rapeseed &Mustard,800,300,,,,
29759,Tamil Nadu,SALEM,2014,Whole Year ,Rapeseed &Mustard,6,1,,,,
29760,Gujarat,PANCH MAHALS,2009,Kharif     ,Arhar/Tur,44800,27200,,,,
29761,Karnataka,DHARWAD,2019,Rabi       ,Jowar,39465,22536,,,,
29762,Puducherry,KARAIKAL,2010,Whole Year ,Cashewnut,6,4,,,,
29763,Karnataka,CHIKMAGALUR,2011,Rabi       ,Wheat,1,1,,,,
29764,Tamil Nadu,TIRUCHIRAPPALLI,2005,Whole Year ,Sweet potato,56,1030,,,,
29765,West Bengal,DINAJPUR UTTAR,2013,Rabi       ,Gram,607,460,,,,
29766,Rajasthan,GANGANAGAR,2010,Rabi       ,Peas & beans (Pulses),83,166,,,,
29767,Nagaland,PHEK,2017,Rabi       ,Sunflower,200,180,,,,
29768,Uttar Pradesh,BANDA,2012,Rabi       ,Rapeseed &Mustard,1819,709,,,,
29769,Haryana,JIND,2016,Kharif     ,Jowar,279,0,,,,
29770,Chhattisgarh,KOREA,2008,Whole Year ,Dry chillies,97,19,,,,
29771,Karnataka,BIDAR,2008,Rabi       ,Groundnut,1213,1287,,,,
29772,Odisha,KENDRAPARA,2007,Kharif     ,Urad,20,20,,,,
29773,Rajasthan,BIKANER,2016,Rabi       ,Barley,3143,5991,,,,
29774,Uttar Pradesh,UNNAO,2015,Rabi       ,Gram,3642,3594,,,,
29775,Uttar Pradesh,FIROZABAD,2019,Kharif     ,Groundnut,32,32,,,,
29776,Madhya Pradesh,JABALPUR,2019,Whole Year ,Garlic,15,65,,,,
29777,Assam,DARRANG,2013,Kharif     ,Jute,4000,35067,,,,
29778,Punjab,PATIALA,2012,Rabi       ,Barley,1000,4000,,,,
29779,Uttar Pradesh,FAIZABAD,2016,Rabi       ,Maize,89,234,,,,
29780,Andhra Pradesh,ANANTAPUR,2012,Kharif     ,Urad,76,37,,,,
29781,Rajasthan,RAJSAMAND,2016,Kharif     ,Urad,1166,255,,,,
29782,Rajasthan,BANSWARA,2010,Rabi       ,Linseed,24,17,,,,
29783,Meghalaya,WEST GARO HILLS,2007,Rabi       ,Gram,184,117,,,,
29784,Gujarat,GANDHINAGAR,2018,Whole Year ,Potato,5200,126800,,,,
29785,Himachal Pradesh,SHIMLA,2013,Kharif     ,Bajra,2,1,,,,
29786,Kerala,KASARAGOD,2014,Whole Year ,Dry ginger,60,266,,,,
29787,Uttar Pradesh,MIRZAPUR,2012,Whole Year ,Guar seed,66,56,,,,
29788,Tamil Nadu,THIRUVALLUR,2006,Whole Year ,Coriander,4,2,,,,
29789,Madhya Pradesh,JABALPUR,2011,Kharif     ,Arhar/Tur,5395,8260,,,,
29790,Himachal Pradesh,KULLU,2009,Kharif     ,Other Kharif pulses,167,44,,,,
29791,Bihar,KHAGARIA,2009,Autumn     ,Rice,19260,8781,,,,
29792,Andhra Pradesh,ANANTAPUR,2020,Kharif     ,Brinjal,451,8211,,,,
29793,Chhattisgarh,JASHPUR,2019,Whole Year ,Sannhamp,124,248,,,,
29794,Chhattisgarh,SURGUJA,2015,Whole Year ,Turmeric,391,371,,,,
29795,Rajasthan,SIKAR,2011,Whole Year ,Other Fresh Fruits,210,0,,,,
29796,Uttarakhand,NAINITAL,2016,Kharif     ,Soyabean,4096,5799,,,,
29797,Gujarat,SABAR KANTHA,2007,Kharif     ,Other Kharif pulses,400,200,,,,
29798,Andhra Pradesh,KADAPA,2021,Whole Year ,Wheat,12,8,,,,
29799,Odisha,RAYAGADA,2008,Rabi       ,Rapeseed &Mustard,935,106.6,,,,
29800,Assam,DIBRUGARH,2006,Kharif     ,Castor seed,34,11,,,,
29801,Odisha,DEOGARH,2023,Autumn     ,Rice,14000,17000,,,,
29802,Andhra Pradesh,SRIKAKULAM,2012,Whole Year ,Sweet potato,24,220,,,,
29803,Gujarat,AHMADABAD,2017,Kharif     ,Cotton(lint),220000,361200,,,,
29804,Bihar,NALANDA,2022,Rabi       ,Barley,51,50,,,,
29805,Madhya Pradesh,SEONI,2017,Whole Year ,Mesta,10,5,,,,
29806,Gujarat,DOHAD,2019,Kharif     ,Castor seed,400,800,,,,
29807,Rajasthan,AJMER,2006,Rabi       ,Rapeseed &Mustard,27203,13797,,,,
29808,Andhra Pradesh,VISAKHAPATANAM,2008,Whole Year ,Sugarcane,42621,2589914,,,,
29809,Bihar,MADHEPURA,2005,Whole Year ,Sweet potato,801,10563,,,,
29810,Karnataka,TUMKUR,2019,Rabi       ,Dry chillies,16,38,,,,
29811,Tamil Nadu,KANCHIPURAM,2007,Whole Year ,Guar seed,8256,103950,,,,
29812,Karnataka,BELGAUM,2009,Kharif     ,Maize,64163,130967,,,,
29813,Chhattisgarh,KOREA,2013,Kharif     ,Moong(Green Gram),6,1,,,,
29814,Uttar Pradesh,FATEHPUR,2015,Kharif     ,Sesamum,7237,1665,,,,
29815,Assam,KAMRUP,2015,Whole Year ,Sugarcane,889,30713,,,,
29816,Karnataka,DHARWAD,2015,Whole Year ,Tobacco,34,14,,,,
29817,Manipur,IMPHAL EAST,2009,Kharif     ,Other Kharif pulses,270,140,,,,
29818,Maharashtra,AURANGABAD,2019,Rabi       ,Sunflower,300,100,,,,
29819,Uttar Pradesh,MAU,2006,Kharif     ,Bajra,416,517,,,,
29820,Madhya Pradesh,JHABUA,2017,Kharif     ,Jowar,3313,3141,,,,
29821,Kerala,KASARAGOD,2015,Autumn     ,Rice,3060,6628,,,,
29822,Karnataka,BIDAR,2009,Rabi       ,Sunflower,4489,1817,,,,
29823,Odisha,BARGARH,2012,Autumn     ,Urad,6952,2078.6,,,,
29824,Odisha,NABARANGPUR,2018,Winter     ,Potato,104,1414.7,,,,
29825,Karnataka,HASSAN,2015,Rabi       ,Groundnut,680,453,,,,
29826,Madhya Pradesh,RATLAM,2013,Rabi       ,Masoor,892,411,,,,
29827,Nagaland,TUENSANG,2007,Kharif     ,Cotton(lint),20,30,,,,
29828,Karnataka,HAVERI,2014,Kharif     ,Other Kharif pulses,700,388,,,,
29829,Karnataka,BIJAPUR,2019,Rabi       ,Maize,11094,38458,,,,
29830,West Bengal,COOCHBEHAR,2011,Whole Year ,Turmeric,425,638,,,,
29831,Andhra Pradesh,PRAKASAM,2010,Whole Year ,Other Fresh Fruits,3069,11606,,,,
29832,Assam,NALBARI,2007,Kharif     ,Cotton(lint),19,8,,,,
29833,Assam,GOALPARA,2010,Rabi       ,Other  Rabi pulses,4197,2016,,,,
29834,Gujarat,KACHCHH,2018,Summer     ,Moong(Green Gram),2100,1100,,,,
29835,Haryana,FARIDABAD,2008,Whole Year ,Sugarcane,7418,360000,,,,
29836,West Bengal,BIRBHUM,2017,Summer     ,Rice,54678,149905,,,,
29837,Odisha,MAYURBHANJ,2012,Autumn     ,Rice,58000,56000,,,,
29838,Karnataka,CHITRADURGA,2013,Whole Year ,Arecanut,12688,59389,,,,
29839,West Bengal,JALPAIGURI,2010,Kharif     ,Moong(Green Gram),10,4,,,,
29840,Madhya Pradesh,BURHANPUR,2020,Kharif     ,Castor seed,13,3,,,,
29841,Uttar Pradesh,HATHRAS,2011,Kharif     ,Arhar/Tur,5605,4784,,,,
29842,Odisha,DEOGARH,2008,Kharif     ,Urad,973,228.8,,,,
29843,Chhattisgarh,SURGUJA,2013,Rabi       ,Peas & beans (Pulses),2918,1223,,,,
29844,Bihar,PASHCHIM CHAMPARAN,2018,Rabi       ,Peas & beans (Pulses),896,927,,,,
29845,Andhra Pradesh,ANANTAPUR,2020,Rabi       ,Coriander,2606,1631,,,,
29846,Bihar,NAWADA,2010,Whole Year ,Sannhamp,92,65,,,,
29847,Chhattisgarh,SURGUJA,2010,Rabi       ,Masoor,2184,687,,,,
29848,West Bengal,COOCHBEHAR,2011,Kharif     ,Ragi,20,6,,,,
29849,Madhya Pradesh,RAISEN,2009,Kharif     ,Sesamum,988,325,,,,
29850,Andhra Pradesh,SPSR NELLORE,2014,Whole Year ,Sweet potato,135,1454,,,,
29851,Meghalaya,SOUTH GARO HILLS,2017,Kharif     ,Banana,375,3677,,,,
29852,Odisha,KORAPUT,2007,Winter     ,Sugarcane,1840,153470,,,,
29853,Tamil Nadu,DHARMAPURI,2011,Whole Year ,Banana,385,13619,,,,
29854,Tamil Nadu,NAMAKKAL,2017,Whole Year ,Black pepper,292,54,,,,
29855,Karnataka,DHARWAD,2009,Rabi       ,Sunflower,3061,1157,,,,
29856,Uttar Pradesh,SHAHJAHANPUR,2017,Rabi       ,Masoor,22962,19242,,,,
29857,Karnataka,DHARWAD,2022,Rabi       ,Cotton(lint),16962,18388,,,,
29858,Tamil Nadu,THIRUVARUR,2019,Whole Year ,Sugarcane,548,61667,,,,
29859,Andhra Pradesh,KURNOOL,2010,Rabi       ,Linseed,2,1,,,,
29860,Odisha,CUTTACK,2017,Winter     ,Moong(Green Gram),1566,465.1,,,,
29861,Chhattisgarh,KONDAGAON,2022,Kharif     ,Sesamum,252,138,,,,
29862,Karnataka,UTTAR KANNAD,2011,Rabi       ,Horse-gram,197,47,,,,
29863,Madhya Pradesh,HOSHANGABAD,2009,Kharif     ,Dry ginger,87,108,,,,
29864,Karnataka,CHIKBALLAPUR,2021,Whole Year ,Arecanut,159,1771,,,,
29865,Telangana ,MAHBUBNAGAR,2022,Rabi       ,Rice,49468,135740,,,,
29866,Punjab,BARNALA,2021,Kharif     ,Cotton(lint),9000,37000,,,,
29867,Uttarakhand,BAGESHWAR,2022,Kharif     ,Soyabean,25,20,,,,
29868,Karnataka,BANGALORE RURAL,2019,Kharif     ,Bajra,4,3,,,,
29869,Gujarat,SABAR KANTHA,2016,Kharif     ,Cotton(lint),110100,361600,,,,
29870,West Bengal,BIRBHUM,2018,Autumn     ,Maize,103,181,,,,
29871,Uttar Pradesh,HARDOI,2019,Summer     ,Banana,9,393,,,,
29872,Karnataka,BIDAR,2018,Whole Year ,Turmeric,67,284,,,,
29873,Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Jowar,228,272,,,,
29874,Uttar Pradesh,BAHRAICH,2005,Summer     ,Rice,4,7,,,,
29875,Meghalaya,WEST GARO HILLS,2007,Kharif     ,Arhar/Tur,661,476,,,,
29876,Uttar Pradesh,AZAMGARH,2013,Kharif     ,Rice,201562,353338,,,,
29877,Tamil Nadu,DHARMAPURI,2017,Whole Year ,Arecanut,213,488,,,,
29878,Odisha,KANDHAMAL,2007,Kharif     ,Turmeric,16110,38660,,,,
29879,Uttar Pradesh,MORADABAD,2008,Kharif     ,Small millets,1,1,,,,
29880,Telangana ,WARANGAL,2022,Rabi       ,Dry chillies,9647,27668,,,,
29881,Gujarat,DOHAD,2020,Rabi       ,Gram,48700,47200,,,,
29882,Assam,DHEMAJI,2014,Whole Year ,Tobacco,13,8,,,,
29883,Madhya Pradesh,DINDORI,2010,Kharif     ,Other Kharif pulses,2768,545,,,,
29884,Tamil Nadu,NAGAPATTINAM,2005,Whole Year ,Banana,556,26820,,,,
29885,Assam,DIBRUGARH,2021,Kharif     ,Tapioca,9,91,,,,
29886,Uttar Pradesh,ALIGARH,2010,Kharif     ,Urad,596,238,,,,
29887,Uttar Pradesh,DEORIA,2005,Summer     ,Rice,8,15,,,,
29888,Uttar Pradesh,FARRUKHABAD,2009,Kharif     ,Urad,792,395,,,,
29889,Andhra Pradesh,KURNOOL,2010,Rabi       ,Sesamum,154,50,,,,
29890,Bihar,NALANDA,2020,Rabi       ,Masoor,11895,15273,,,,
29891,Bihar,ARARIA,2007,Whole Year ,Onion,1688,12626,,,,
29892,Odisha,KORAPUT,2008,Kharif     ,Niger seed,44770,10830,,,,
29893,Karnataka,BIJAPUR,2017,Kharif     ,Jowar,43,45,,,,
29894,Karnataka,BANGALORE RURAL,2012,Kharif     ,Sunflower,80,40,,,,
29895,Madhya Pradesh,KHARGONE,2017,Whole Year ,Gram,9227,5615,,,,
29896,Chandigarh,CHANDIGARH,2014,Whole Year ,Potato,10,160,,,,
29897,Tamil Nadu,DINDIGUL,2010,Whole Year ,Other Vegetables,307,0,,,,
29898,Tamil Nadu,COIMBATORE,2010,Whole Year ,Onion,1970,26248,,,,
29899,Madhya Pradesh,BETUL,2014,Kharif     ,Urad,9431,3323,,,,
29900,Odisha,PURI,2021,Summer     ,Groundnut,3581,5436,,,,
29901,Meghalaya,RI BHOI,2011,Kharif     ,Dry ginger,881,6831,,,,
29902,Rajasthan,RAJSAMAND,2016,Whole Year ,Potato,2,6,,,,
29903,Bihar,SHEIKHPURA,2012,Whole Year ,Sugarcane,38,1824,,,,
29904,Madhya Pradesh,RATLAM,2011,Whole Year ,Pome Fruit,6,0,,,,
29905,Andhra Pradesh,KURNOOL,2019,Kharif     ,Castor seed,115092,7021,,,,
29906,Rajasthan,DHOLPUR,2010,Whole Year ,Other Fresh Fruits,100,0,,,,
29907,Madhya Pradesh,KATNI,2008,Rabi       ,Barley,350,300,,,,
29908,Madhya Pradesh,DEWAS,2017,Whole Year ,Coriander,93,34,,,,
29909,Bihar,VAISHALI,2006,Whole Year ,Sugarcane,182,3665,,,,
29910,Tamil Nadu,DINDIGUL,2021,Whole Year ,Cashewnut,339,97,,,,
29911,Chhattisgarh,MAHASAMUND,2020,Whole Year ,Coriander,140,61,,,,
29912,Gujarat,DOHAD,2020,Whole Year ,Garlic,1100,5400,,,,
29913,Odisha,JAJAPUR,2021,Winter     ,Urad,3612,552.6,,,,
29914,Assam,JORHAT,2021,Whole Year ,Potato,1569,9871,,,,
29915,Rajasthan,PALI,2009,Rabi       ,Masoor,1,1,,,,
29916,Gujarat,BHARUCH,2017,Whole Year ,Sugarcane,17600,1278000,,,,
29917,Karnataka,DHARWAD,2008,Rabi       ,Urad,2,1,,,,
29918,Chhattisgarh,MAHASAMUND,2020,Whole Year ,Turmeric,3,6,,,,
29919,Madhya Pradesh,DINDORI,2010,Whole Year ,Coriander,334,48,,,,
29920,Karnataka,CHIKMAGALUR,2009,Kharif     ,Arhar/Tur,491,150,,,,
29921,Haryana,AMBALA,2017,Rabi       ,Masoor,857,700,,,,
29922,Assam,NAGAON,2016,Whole Year ,Turmeric,2084,1345,,,,
29923,Himachal Pradesh,UNA,2006,Kharif     ,Moong(Green Gram),34,16,,,,
29924,Assam,CACHAR,2014,Autumn     ,Rice,4070,6344,,,,
29925,Odisha,NUAPADA,2015,Summer     ,Groundnut,356,488.1,,,,
29926,Haryana,PANCHKULA,2009,Rabi       ,Peas & beans (Pulses),6,0,,,,
29927,Karnataka,BAGALKOT,2021,Rabi       ,Cowpea(Lobia),45,19,,,,
29928,Uttar Pradesh,PILIBHIT,2006,Whole Year ,Turmeric,1,2,,,,
29929,Rajasthan,CHITTORGARH,2013,Rabi       ,Gram,23340,15574,,,,
29930,Madhya Pradesh,MANDSAUR,2008,Kharif     ,Groundnut,1681,1119,,,,
29931,Madhya Pradesh,CHHATARPUR,2016,Whole Year ,Sesamum,58260,20344,,,,
29932,Bihar,AURANGABAD,2013,Rabi       ,Gram,5843,3962,,,,
29933,Jammu and Kashmir ,BADGAM,2022,Kharif     ,Moong(Green Gram),945,8.6,,,,
29934,Karnataka,BIJAPUR,2005,Whole Year ,Sugarcane,56484,5795258,,,,
29935,Haryana,JHAJJAR,2014,Kharif     ,Groundnut,182,100,,,,
29936,Madhya Pradesh,NEEMUCH,2017,Whole Year ,Soyabean,120011,115082,,,,
29937,Uttar Pradesh,JHANSI,2017,Rabi       ,Gram,42362,42149,,,,
29938,Maharashtra,GONDIA,2019,Rabi       ,Gram,4700,2500,,,,
29939,Uttar Pradesh,GONDA,2014,Rabi       ,Potato,3079,67236,,,,
29940,Haryana,FATEHABAD,2019,Whole Year ,Onion,521,9900,,,,
29941,Uttar Pradesh,MAHARAJGANJ,2014,Rabi       ,Onion,24,460,,,,
29942,Manipur,IMPHAL WEST,2008,Whole Year ,Dry chillies,240,150,,,,
29943,Rajasthan,BHILWARA,2008,Whole Year ,Garlic,412,1584,,,,
29944,Rajasthan,JAISALMER,2017,Rabi       ,Barley,120,333,,,,
29945,Karnataka,CHITRADURGA,2022,Rabi       ,Cotton(lint),91,141,,,,
29946,Uttarakhand,UDAM SINGH NAGAR,2013,Kharif     ,Sunflower,115,138,,,,
29947,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Sesamum,17700,6200,,,,
29948,Maharashtra,HINGOLI,2017,Kharif     ,Sunflower,700,400,,,,
29949,Karnataka,BANGALORE RURAL,2015,Kharif     ,Moong(Green Gram),6,1,,,,
29950,Manipur,TAMENGLONG,2014,Kharif     ,Other Kharif pulses,10,10,,,,
29951,Tamil Nadu,SIVAGANGA,2012,Kharif     ,Horse-gram,6,2,,,,
29952,Uttar Pradesh,UNNAO,2017,Kharif     ,Guar seed,10,8,,,,
29953,Bihar,KHAGARIA,2005,Whole Year ,Sugarcane,207,11455,,,,
29954,Maharashtra,SATARA,2010,Kharif     ,Jowar,67100,108400,,,,
29955,Uttarakhand,ALMORA,2022,Whole Year ,Turmeric,166,302,,,,
29956,Tamil Nadu,VIRUDHUNAGAR,2008,Whole Year ,Onion,851,5924,,,,
29957,Haryana,MAHENDRAGARH,2012,Rabi       ,Gram,5442,4000,,,,
29958,Odisha,JAGATSINGHAPUR,2010,Kharif     ,Moong(Green Gram),18038,5844.3,,,,
29959,Odisha,DHENKANAL,2021,Summer     ,Wheat,3,7.4,,,,
29960,Tripura,WEST TRIPURA,2018,Rabi       ,Moong(Green Gram),51,31,,,,
29961,Himachal Pradesh,HAMIRPUR,2009,Rabi       ,Gram,8,2,,,,
29962,Madhya Pradesh,SHIVPURI,2015,Whole Year ,Small millets,24,4,,,,
29963,Tamil Nadu,PUDUKKOTTAI,2021,Rabi       ,Maize,3308,16547,,,,
29964,Uttar Pradesh,RAE BARELI,2018,Rabi       ,Barley,1204,2355,,,,
29965,Karnataka,UDUPI,2013,Whole Year ,Arecanut,5127,42915,,,,
29966,Rajasthan,SIROHI,2013,Kharif     ,Castor seed,22431,38198,,,,
29967,Uttar Pradesh,BAGHPAT,2007,Kharif     ,Arhar/Tur,603,442,,,,
29968,Goa,NORTH GOA,2021,Kharif     ,Other Kharif pulses,156,129,,,,
29969,Assam,GOLAGHAT,2014,Rabi       ,Urad,1310,849,,,,
29970,Madhya Pradesh,SEHORE,2010,Kharif     ,Soyabean,246481,249932,,,,
29971,Assam,DIMA HASAO,2010,Rabi       ,Wheat,56,63,,,,
29972,Gujarat,MAHESANA,2014,Rabi       ,Wheat,54900,156700,,,,
29973,Bihar,BHOJPUR,2016,Whole Year ,Onion,622,4976,,,,
29974,Gujarat,SURAT,2017,Kharif     ,Rice,54600,130300,,,,
29975,Tamil Nadu,CUDDALORE,2019,Kharif     ,Rice,120983,248242,,,,
29976,Telangana ,KARIMNAGAR,2008,Whole Year ,Banana,1,0,,,,
29977,Bihar,SUPAUL,2021,Kharif     ,Ragi,1482,1436,,,,
29978,Gujarat,BHARUCH,2015,Whole Year ,Dry chillies,100,100,,,,
29979,Uttar Pradesh,CHANDAULI,2021,Kharif     ,Guar seed,16,13,,,,
29980,Haryana,HISAR,2005,Whole Year ,Sugarcane,4000,210000,,,,
29981,Bihar,KAIMUR (BHABUA),2021,Autumn     ,Maize,383,984,,,,
29982,Tamil Nadu,KRISHNAGIRI,2011,Whole Year ,Lab-Lab,809,0,,,,
29983,Haryana,GURGAON,2019,Kharif     ,Jowar,1154,1000,,,,
29984,Chhattisgarh,SURGUJA,2013,Rabi       ,Safflower,7,1,,,,
29985,Odisha,BARGARH,2015,Winter     ,Ragi,1,0.1,,,,
29986,Tamil Nadu,ERODE,2013,Whole Year ,Tapioca,6364,316161,,,,
29987,Nagaland,DIMAPUR,2013,Rabi       ,Peas & beans (Pulses),1010,1500,,,,
29988,Tamil Nadu,COIMBATORE,2013,Kharif     ,Castor seed,486,178,,,,
29989,West Bengal,MURSHIDABAD,2020,Rabi       ,Arhar/Tur,26,33,,,,
29990,Uttar Pradesh,KHERI,2019,Rabi       ,Barley,604,1397,,,,
29991,West Bengal,DINAJPUR UTTAR,2019,Kharif     ,Horse-gram,55,28,,,,
29992,Odisha,BHADRAK,2014,Autumn     ,Jute,9,73,,,,
29993,Arunachal Pradesh,TAWANG,2015,Whole Year ,Dry ginger,26,65,,,,
29994,Assam,NALBARI,2009,Whole Year ,Onion,340,340,,,,
29995,Karnataka,CHITRADURGA,2009,Summer     ,Rice,4425,9838,,,,
29996,Chhattisgarh,BASTAR,2011,Whole Year ,Sannhamp,72,28,,,,
29997,Gujarat,PANCH MAHALS,2006,Rabi       ,Other  Rabi pulses,900,500,,,,
29998,Rajasthan,JHUNJHUNU,2018,Kharif     ,Arhar/Tur,2,0,,,,
29999,Gujarat,MAHESANA,2017,Kharif     ,Maize,600,600,,,,
30000,Uttar Pradesh,RAE BARELI,2018,Rabi       ,Peas & beans (Pulses),2634,3140,,,,
30001,Telangana ,KHAMMAM,2021,Kharif     ,other oilseeds,3494,44021,,,,
30002,Odisha,KORAPUT,2016,Autumn     ,Ragi,8128,5681.5,,,,
30003,West Bengal,MURSHIDABAD,2007,Rabi       ,Wheat,124477,293610,,,,
30004,Himachal Pradesh,SIRMAUR,2008,Kharif     ,Horse-gram,379,89,,,,
30005,Telangana ,KHAMMAM,2011,Rabi       ,Sesamum,3592,744,,,,
30006,Meghalaya,WEST KHASI HILLS,2011,Kharif     ,Soyabean,16,10,,,,
30007,West Bengal,MURSHIDABAD,2009,Whole Year ,Turmeric,1460,4938,,,,
30008,Odisha,JHARSUGUDA,2015,Summer     ,Sesamum,2,0.3,,,,
30009,Madhya Pradesh,SATNA,2010,Kharif     ,Maize,812,891,,,,
30010,Tripura,SOUTH TRIPURA,2016,Kharif     ,Sesamum,452,286,,,,
30011,Assam,MARIGAON,2019,Whole Year ,Potato,1240,9621,,,,
30012,Uttar Pradesh,MAINPURI,2017,Rabi       ,Wheat,143887,468064,,,,
30013,Himachal Pradesh,MANDI,2010,Rabi       ,Other  Rabi pulses,4,1,,,,
30014,Bihar,MUZAFFARPUR,2007,Rabi       ,Linseed,333,181,,,,
30015,Odisha,BALANGIR,2008,Winter     ,Rice,130520,53380,,,,
30016,West Bengal,HOWRAH,2020,Kharif     ,Cotton(lint),58,73,,,,
30017,Maharashtra,HINGOLI,2019,Rabi       ,Other  Rabi pulses,400,200,,,,
30018,Telangana ,MAHBUBNAGAR,2014,Kharif     ,Castor seed,121181,55259,,,,
30019,Rajasthan,BUNDI,2008,Kharif     ,Moong(Green Gram),149,26,,,,
30020,Tamil Nadu,RAMANATHAPURAM,2017,Whole Year ,Horse-gram,3,1,,,,
30021,Bihar,SHEIKHPURA,2016,Rabi       ,Potato,315,444,,,,
30022,Nagaland,KOHIMA,2013,Kharif     ,Small millets,2500,2630,,,,
30023,Chhattisgarh,NARAYANPUR,2021,Kharif     ,Small millets,2527,455,,,,
30024,Karnataka,MANDYA,2014,Kharif     ,Niger seed,547,103,,,,
30025,Odisha,KORAPUT,2013,Summer     ,Maize,122,161.6,,,,
30026,Jharkhand,GARHWA,2015,Rabi       ,Gram,3171.17,1782,,,,
30027,Madhya Pradesh,MANDLA,2019,Kharif     ,Urad,1801,292,,,,
30028,Rajasthan,NAGAUR,2009,Rabi       ,Wheat,69514,179307,,,,
30029,Maharashtra,AURANGABAD,2010,Rabi       ,Safflower,14100,4100,,,,
30030,Telangana ,NALGONDA,2016,Rabi       ,Gram,491,771,,,,
30031,Uttarakhand,NAINITAL,2021,Whole Year ,Sugarcane,3915,221589,,,,
30032,Kerala,KASARAGOD,2018,Whole Year ,Black pepper,6830.35,2538.97,,,,
30033,Odisha,BHADRAK,2023,Summer     ,Wheat,4,4.6,,,,
30034,Uttar Pradesh,SITAPUR,2018,Kharif     ,Moong(Green Gram),2,1,,,,
30035,Gujarat,BHAVNAGAR,2008,Whole Year ,Onion,2100,34800,,,,
30036,Karnataka,KOPPAL,2006,Rabi       ,Safflower,7073,3454,,,,
30037,Madhya Pradesh,RATLAM,2008,Kharif     ,Groundnut,314,385,,,,
30038,Uttar Pradesh,AGRA,2005,Rabi       ,Sunflower,97,84,,,,
30039,Chhattisgarh,SUKMA,2020,Kharif     ,Mesta,14,29,,,,
30040,Gujarat,ANAND,2013,Kharif     ,Castor seed,2700,5300,,,,
30041,Telangana ,MEDAK,2021,Rabi       ,Groundnut,1399,1792,,,,
30042,Chhattisgarh,DURG,2018,Rabi       ,Gram,101151,96159,,,,
30043,Odisha,JAGATSINGHAPUR,2010,Rabi       ,Castor seed,50,30,,,,
30044,Rajasthan,BHARATPUR,2010,Whole Year ,Citrus Fruit,513,0,,,,
30045,Madhya Pradesh,JHABUA,2016,Kharif     ,Horse-gram,860,371,,,,
30046,Andhra Pradesh,VIZIANAGARAM,2014,Whole Year ,Banana,5137,103233,,,,
30047,Madhya Pradesh,CHHINDWARA,2007,Kharif     ,Niger seed,29013,5244,,,,
30048,Uttar Pradesh,DEORIA,2022,Summer     ,Moong(Green Gram),110,74,,,,
30049,Maharashtra,WASHIM,2009,Kharif     ,Jowar,66300,80800,,,,
30050,Uttar Pradesh,BALLIA,2015,Summer     ,Onion,693,5782,,,,
